행정구역,순위,2023년 수(명),비율(%)
서울특별시 도봉구 창2동,533,"27,603",0.05
세종특별자치시 세종시 반곡동,534,"27,603",0.05
경기도 화성시 화산동,535,"27,596",0.05
경상북도 구미시 도량동,536,"27,543",0.05
세종특별자치시 세종시 다정동,537,"27,519",0.05
서울특별시 동작구 상도4동,538,"27,486",0.05
서울특별시 관악구 성현동,539,"27,478",0.05
서울특별시 동대문구 답십리1동,540,"27,469",0.05
서울특별시 마포구 아현동,541,"27,459",0.05
경기도 용인시 수지구 죽전1동,542,"27,432",0.05
인천광역시 부평구 삼산2동,543,"27,412",0.05
전북특별자치도 군산시 조촌동,544,"27,410",0.05
경기도 고양시 덕양구 화전동,545,"27,409",0.05
서울특별시 영등포구 대림3동,546,"27,404",0.05
경기도 부천시 소사구 범박동,547,"27,400",0.05
서울특별시 송파구 문정2동,548,"27,372",0.05
경상북도 구미시 산동읍,549,"27,329",0.05
경기도 성남시 분당구 구미동,550,"27,298",0.05
서울특별시 양천구 신정7동,551,"27,291",0.05
인천광역시 계양구 효성2동,552,"27,256",0.05
서울특별시 동작구 사당2동,553,"27,241",0.05
세종특별자치시 세종시 종촌동,554,"27,221",0.05
경기도 의왕시 부곡동,555,"27,192",0.05
서울특별시 송파구 잠실본동,556,"27,167",0.05
광주광역시 남구 봉선2동,557,"27,156",0.05
대전광역시 유성구 신성동,558,"27,149",0.05
경기도 안양시 만안구 안양6동,559,"27,135",0.05
서울특별시 도봉구 방학1동,560,"27,134",0.05
충청남도 천안시 서북구 성정2동,561,"27,081",0.05
대구광역시 동구 안심4동,562,"27,078",0.05
대전광역시 유성구 온천1동,563,"27,075",0.05
부산광역시 사상구 학장동,564,"27,069",0.05
부산광역시 수영구 민락동,565,"27,041",0.05
광주광역시 서구 금호2동,566,"27,022",0.05
경기도 수원시 장안구 정자1동,567,"27,009",0.05
서울특별시 동작구 상도2동,568,"26,994",0.05
강원특별자치도 강릉시 성덕동,569,"26,984",0.05
광주광역시 광산구 첨단1동,570,"26,979",0.05
서울특별시 광진구 중곡4동,571,"26,958",0.05
충청남도 아산시 온양6동,572,"26,953",0.05
서울특별시 동대문구 답십리2동,573,"26,907",0.05
부산광역시 사하구 하단2동,574,"26,852",0.05
대구광역시 달서구 용산2동,575,"26,812",0.05
경기도 평택시 용이동,576,"26,797",0.05
경상북도 경주시 황성동,577,"26,785",0.05
경기도 남양주시 퇴계원읍,578,"26,774",0.05
경기도 용인시 수지구 상현3동,579,"26,758",0.05
서울특별시 광진구 구의3동,580,"26,757",0.05
서울특별시 은평구 갈현2동,581,"26,712",0.05
인천광역시 서구 오류왕길동,582,"26,690",0.05
서울특별시 은평구 대조동,583,"26,687",0.05
인천광역시 남동구 간석3동,584,"26,606",0.05
서울특별시 노원구 상계3·4동,585,"26,576",0.05
대구광역시 수성구 고산2동,586,"26,548",0.05
경상북도 김천시 대신동,587,"26,548",0.05
대전광역시 서구 탄방동,588,"26,546",0.05
서울특별시 은평구 응암2동,589,"26,504",0.05
경기도 수원시 권선구 세류2동,590,"26,464",0.05
부산광역시 부산진구 개금3동,591,"26,455",0.05
부산광역시 해운대구 우3동,592,"26,443",0.05
서울특별시 구로구 고척1동,593,"26,432",0.05
경기도 고양시 일산동구 장항2동,594,"26,392",0.05
부산광역시 해운대구 중1동,595,"26,384",0.05
경상남도 창원시 성산구 용지동,596,"26,376",0.05
부산광역시 북구 만덕2동,597,"26,348",0.05
인천광역시 계양구 효성1동,598,"26,340",0.05
대구광역시 북구 동천동,599,"26,289",0.05
경상남도 창원시 성산구 상남동,600,"26,276",0.05
서울특별시 송파구 가락1동,601,"26,256",0.05
경기도 성남시 중원구 도촌동,602,"26,254",0.05
경상남도 창원시 의창구 팔룡동,603,"26,223",0.05
경기도 성남시 분당구 금곡동,604,"26,213",0.05
서울특별시 광진구 자양3동,605,"26,191",0.05
서울특별시 관악구 대학동,606,"26,149",0.05
경상남도 진주시 평거동,607,"26,105",0.05
울산광역시 동구 남목2동,608,"26,103",0.05
부산광역시 사하구 장림2동,609,"26,075",0.05
경기도 성남시 분당구 야탑3동,610,"26,074",0.05
울산광역시 남구 달동,611,"26,067",0.05
서울특별시 성동구 왕십리도선동,612,"26,063",0.05
경상북도 경주시 외동읍,613,"26,055",0.05
경기도 광명시 소하2동,614,"26,028",0.05
부산광역시 사상구 모라1동,615,"25,997",0.05
서울특별시 구로구 고척2동,616,"25,989",0.05
서울특별시 동작구 신대방1동,617,"25,960",0.05
전북특별자치도 완주군 봉동읍,618,"25,931",0.05
경기도 동두천시 불현동,619,"25,906",0.05
서울특별시 송파구 방이2동,620,"25,888",0.05
경기도 고양시 일산서구 주엽2동,621,"25,882",0.05
경기도 용인시 기흥구 동백3동,622,"25,859",0.05
서울특별시 은평구 불광2동,623,"25,833",0.05
부산광역시 사상구 괘법동,624,"25,816",0.05
경기도 용인시 기흥구 동백2동,625,"25,816",0.05
경기도 성남시 분당구 백현동,626,"25,764",0.05
경기도 안산시 상록구 본오2동,627,"25,761",0.05
대전광역시 대덕구 송촌동,628,"25,758",0.05
경기도 의정부시 자금동,629,"25,758",0.05
경기도 부천시 소사구 송내2동,630,"25,752",0.05
부산광역시 동래구 명륜동,631,"25,746",0.05
경기도 부천시 오정구 고강본동,632,"25,741",0.05
제주특별자치도 제주시 삼양동,633,"25,725",0.05
인천광역시 계양구 작전1동,634,"25,700",0.05
대전광역시 유성구 전민동,635,"25,698",0.05
경기도 양주시 회천3동,636,"25,697",0.05
서울특별시 구로구 구로3동,637,"25,688",0.05
대전광역시 동구 용운동,638,"25,662",0.05
서울특별시 마포구 서강동,639,"25,641",0.05
서울특별시 은평구 신사1동,640,"25,638",0.05
대전광역시 중구 산성동,641,"25,634",0.05
서울특별시 마포구 서교동,642,"25,611",0.05
경상북도 안동시 용상동,643,"25,591",0.05
서울특별시 강동구 천호3동,644,"25,588",0.05
부산광역시 수영구 망미1동,645,"25,585",0.05
경상남도 진주시 초장동,646,"25,551",0.05
경기도 파주시 금촌3동,647,"25,533",0.05
서울특별시 관악구 신사동,648,"25,519",0.05
서울특별시 구로구 구로4동,649,"25,507",0.05
경기도 양주시 백석읍,650,"25,503",0.05
경기도 광주시 곤지암읍,651,"25,497",0.05
경기도 안양시 동안구 부림동,652,"25,462",0.05
서울특별시 노원구 중계1동,653,"25,414",0.05
서울특별시 광진구 구의2동,654,"25,408",0.05
경기도 고양시 일산서구 주엽1동,655,"25,408",0.05
세종특별자치시 세종시 새롬동,656,"25,403",0.05
서울특별시 도봉구 방학3동,657,"25,381",0.05
경기도 성남시 분당구 판교동,658,"25,367",0.05
서울특별시 강동구 천호1동,659,"25,361",0.05
경기도 수원시 영통구 영통2동,660,"25,353",0.05
경기도 안산시 단원구 신길동,661,"25,321",0.05
부산광역시 동래구 안락2동,662,"25,251",0.05
경기도 화성시 새솔동,663,"25,249",0.05
서울특별시 관악구 인헌동,664,"25,244",0.05
강원특별자치도 춘천시 신사우동,665,"25,236",0.05
대구광역시 북구 읍내동,666,"25,231",0.05
경기도 안산시 상록구 일동,667,"25,216",0.05
서울특별시 도봉구 도봉2동,668,"25,214",0.05
경상북도 경주시 용강동,669,"25,201",0.05
서울특별시 관악구 난곡동,670,"25,196",0.05
충청북도 청주시 서원구 산남동,671,"25,188",0.05
서울특별시 서초구 잠원동,672,"25,168",0.05
경기도 고양시 일산서구 일산1동,673,"25,153",0.05
강원특별자치도 춘천시 강남동,674,"25,152",0.05
서울특별시 도봉구 창4동,675,"25,119",0.05
경상남도 창원시 성산구 성주동,676,"25,103",0.05
부산광역시 부산진구 연지동,677,"25,096",0.05
서울특별시 노원구 월계2동,678,"25,090",0.05
부산광역시 사하구 다대2동,679,"25,060",0.05
경기도 성남시 중원구 금광2동,680,"25,046",0.05
전북특별자치도 전주시 덕진구 덕진동,681,"25,042",0.05
강원특별자치도 강릉시 교1동,682,"25,038",0.05
부산광역시 사상구 주례2동,683,"25,037",0.05
대전광역시 유성구 진잠동,684,"25,029",0.05
경기도 시흥시 정왕3동,685,"25,020",0.05
제주특별자치도 제주시 조천읍,686,"24,995",0.05
서울특별시 성북구 월곡1동,687,"24,962",0.05
서울특별시 노원구 하계1동,688,"24,944",0.05
경기도 시흥시 능곡동,689,"24,907",0.05
경기도 군포시 산본2동,690,"24,906",0.05
서울특별시 동대문구 휘경2동,691,"24,894",0.05
부산광역시 수영구 광안1동,692,"24,889",0.05
경기도 광명시 하안1동,693,"24,839",0.05
서울특별시 동대문구 제기동,694,"24,787",0.05
경기도 여주시 중앙동,695,"24,782",0.05
인천광역시 연수구 청학동,696,"24,755",0.05
인천광역시 부평구 십정1동,697,"24,716",0.05
경기도 안산시 단원구 선부2동,698,"24,711",0.05
대전광역시 유성구 상대동,699,"24,689",0.05
부산광역시 사상구 엄궁동,700,"24,686",0.05
경기도 수원시 권선구 권선1동,701,"24,678",0.05
서울특별시 강북구 송천동,702,"24,638",0.05
경기도 성남시 중원구 상대원1동,703,"24,618",0.05
전북특별자치도 전주시 덕진구 송천2동,704,"24,615",0.05
서울특별시 송파구 가락본동,705,"24,604",0.05
경기도 수원시 팔달구 고등동,706,"24,596",0.05
서울특별시 광진구 자양4동,707,"24,515",0.05
경상남도 거제시 옥포2동,708,"24,506",0.05
경기도 동두천시 송내동,709,"24,483",0.05
경기도 안산시 상록구 성포동,710,"24,473",0.05
충청북도 청주시 흥덕구 봉명2·송정동,711,"24,433",0.05
부산광역시 동래구 사직2동,712,"24,432",0.05
경상남도 창원시 진해구 풍호동,713,"24,430",0.05
울산광역시 울주군 온산읍,714,"24,417",0.05
울산광역시 남구 옥동,715,"24,377",0.05
경상남도 거제시 장평동,716,"24,336",0.05
서울특별시 서초구 서초2동,717,"24,335",0.05
서울특별시 강서구 등촌1동,718,"24,308",0.05
서울특별시 중랑구 면목3·8동,719,"24,296",0.05
부산광역시 동래구 온천1동,720,"24,276",0.05
경기도 하남시 덕풍3동,721,"24,249",0.05
대전광역시 서구 갈마2동,722,"24,218",0.05
서울특별시 강동구 명일1동,723,"24,190",0.05
경기도 오산시 신장2동,724,"24,177",0.05
광주광역시 서구 상무1동,725,"24,173",0.05
경기도 안성시 대덕면,726,"24,173",0.05
서울특별시 강서구 화곡6동,727,"24,155",0.05
세종특별자치시 세종시 도담동,728,"24,146",0.05
경기도 구리시 수택2동,729,"24,128",0.05
경상북도 포항시 남구 대이동,730,"24,120",0.05
인천광역시 연수구 동춘1동,731,"24,108",0.05
경상북도 경산시 북부동,732,"24,076",0.05
경기도 의정부시 가능동,733,"24,065",0.05
충청남도 천안시 동남구 목천읍,734,"24,065",0.05
경기도 평택시 서정동,735,"24,057",0.05
대구광역시 달성군 현풍읍,736,"24,030",0.05
경기도 시흥시 연성동,737,"23,999",0.05
서울특별시 서대문구 홍제1동,738,"23,989",0.05
울산광역시 남구 신정2동,739,"23,987",0.05
경기도 수원시 팔달구 화서2동,740,"23,972",0.05
서울특별시 성북구 정릉4동,741,"23,953",0.05
서울특별시 성동구 옥수동,742,"23,931",0.05
대구광역시 북구 태전2동,743,"23,925",0.05
부산광역시 사하구 당리동,744,"23,905",0.05
서울특별시 관악구 서림동,745,"23,903",0.05
전북특별자치도 익산시 신동,746,"23,893",0.05
대전광역시 중구 태평2동,747,"23,849",0.05
서울특별시 동작구 상도3동,748,"23,835",0.05
대구광역시 북구 태전1동,749,"23,831",0.05
부산광역시 동래구 온천2동,750,"23,823",0.05
경기도 용인시 처인구 남사읍,751,"23,817",0.05
경기도 안성시 안성3동,752,"23,786",0.05
서울특별시 양천구 목4동,753,"23,750",0.05
경기도 안양시 만안구 안양2동,754,"23,710",0.05
서울특별시 강동구 둔촌2동,755,"23,704",0.05
경기도 안산시 단원구 중앙동,756,"23,703",0.05
서울특별시 관악구 보라매동,757,"23,669",0.05
경기도 용인시 기흥구 상하동,758,"23,669",0.05
경상북도 포항시 남구 상대동,759,"23,665",0.05
경기도 성남시 분당구 분당동,760,"23,654",0.05
강원특별자치도 원주시 태장2동,761,"23,633",0.05
인천광역시 계양구 계양3동,762,"23,590",0.05
경상남도 진주시 하대동,763,"23,584",0.05
경기도 성남시 분당구 이매1동,764,"23,579",0.05
서울특별시 중랑구 중화2동,765,"23,552",0.05
경기도 수원시 권선구 구운동,766,"23,533",0.05
경기도 수원시 장안구 파장동,767,"23,518",0.05
서울특별시 광진구 구의1동,768,"23,510",0.05
부산광역시 북구 구포2동,769,"23,507",0.05
서울특별시 관악구 신림동,770,"23,500",0.05
경기도 고양시 일산동구 고봉동,771,"23,490",0.05
대전광역시 유성구 노은2동,772,"23,486",0.05
경기도 평택시 송탄동,773,"23,472",0.05
대구광역시 달성군 옥포읍,774,"23,443",0.05
경기도 고양시 일산동구 중산2동,775,"23,422",0.05
경기도 부천시 소사구 역곡3동,776,"23,416",0.05
서울특별시 중랑구 면목2동,777,"23,409",0.05
경상북도 칠곡군 북삼읍,778,"23,392",0.05
전북특별자치도 익산시 어양동,779,"23,368",0.05
경기도 수원시 팔달구 화서1동,780,"23,365",0.05
서울특별시 영등포구 영등포본동,781,"23,357",0.05
제주특별자치도 제주시 화북동,782,"23,355",0.05
서울특별시 용산구 이촌1동,783,"23,333",0.05
경기도 부천시 원미구 상1동,784,"23,331",0.05
광주광역시 북구 건국동,785,"23,287",0.04
경기도 군포시 광정동,786,"23,287",0.04
서울특별시 강동구 고덕1동,787,"23,284",0.04
서울특별시 관악구 서원동,788,"23,277",0.04
서울특별시 강남구 압구정동,789,"23,265",0.04
서울특별시 강동구 성내2동,790,"23,265",0.04
서울특별시 강북구 수유3동,791,"23,257",0.04
서울특별시 강서구 화곡8동,792,"23,234",0.04
서울특별시 구로구 오류1동,793,"23,223",0.04
서울특별시 도봉구 창5동,794,"23,206",0.04
인천광역시 부평구 십정2동,795,"23,206",0.04
서울특별시 도봉구 창1동,796,"23,204",0.04
경기도 고양시 덕양구 효자동,797,"23,173",0.04
경기도 성남시 분당구 삼평동,798,"23,144",0.04
경기도 구리시 인창동,799,"23,137",0.04
서울특별시 광진구 자양2동,800,"23,133",0.04
충청남도 공주시 신관동,801,"23,096",0.04
대전광역시 서구 복수동,802,"23,043",0.04
서울특별시 은평구 응암3동,803,"23,013",0.04
전라남도 해남군 해남읍,804,"22,960",0.04
서울특별시 동작구 사당3동,805,"22,949",0.04
서울특별시 동대문구 이문1동,806,"22,933",0.04
경상남도 고성군 고성읍,807,"22,925",0.04
서울특별시 광진구 군자동,808,"22,920",0.04
서울특별시 강남구 청담동,809,"22,903",0.04
대전광역시 동구 효동,810,"22,902",0.04
광주광역시 북구 동림동,811,"22,901",0.04
제주특별자치도 서귀포시 동홍동,812,"22,890",0.04
세종특별자치시 세종시 아름동,813,"22,885",0.04
서울특별시 성북구 장위1동,814,"22,880",0.04
경상북도 경주시 성건동,815,"22,861",0.04
인천광역시 서구 불로대곡동,816,"22,836",0.04
경기도 안양시 동안구 호계3동,817,"22,834",0.04
부산광역시 부산진구 부암1동,818,"22,828",0.04
광주광역시 서구 상무2동,819,"22,787",0.04
서울특별시 중랑구 상봉1동,820,"22,784",0.04
서울특별시 송파구 풍납2동,821,"22,758",0.04
서울특별시 송파구 송파1동,822,"22,724",0.04
